Stock,Comment,Commented By,Timestamp
Aarti Industries,Aarti  Industries  is  bound  to  go  up.    Minimum  target  is  735  750  and  may  even  go  to  800  shortly.    Keep  patience.    May  suddenly  go  up  and  that  may  even  come  in  the  2nd  half  today.,mehlam,2025-02-14 10:15:00
Aarti Industries,kisike  bolne  se  kuch  nhi  hota.,atbapihu,2025-02-14 09:21:00
Aarti Industries,Pl  tell  me  what  is  the  target  of  Aarti  Industries  for  next  2  years,RAMSJ,2025-02-14 08:46:00
Aarti Industries,Tomorrow  it  may  touch  600   global  Market  also   crossed.,Sammy21,2025-02-13 21:39:00
Aarti Industries,sny  time  spike  towards   to  buy  if  u  can,big_boss_1,2025-02-13 10:30:00
Aarti Industries,aarti  steel  any  time  hit  690-700  today  itself  beise  target  three  trading  sessions  ka  730  h  decision  is  yours,subashsingh,2025-02-13 09:53:00
Aarti Industries,hold  as  btst.  target  of  750  intact  for  tomorrow,mehlam,2025-02-12 15:04:00
Aarti Industries,i  am  selling  only  above  one  thousand.  1000/_,anish123456,2025-02-12 14:43:00
Aarti Industries,buy  aarti  industries  again  around  681  682  for  an  intraday  target  of  720  740.    big  breakout  coming  and  new  52  week  highs.,mehlam,2025-02-12 10:02:00
Aarti Industries,It  will  reach  750  level  soon,atbapihu,2025-02-12 09:37:00
Aarti Industries,"the  companys  q3  revenue  grew  3  percent  yoy  and  19  percent  qoq.  bull  argument:  pricing  and  volume  growth  led  to  revenue  growth  in  a  challenging  market.  there  is  demand  in  sectors  like  dyes,  pigments  and  polymers.  bear  argument:  profit  fell  by  9  percent.  sectors  like  agrochemicals  and  pharmaceuticals  continue  to  be  plagued  by  demand  challenges.",kamal20,2025-02-12 08:30:00
Aarti Industries,"everyday  expiry  is  the  new  blessing  for  brokers  or  retail  traders,  whats  your  take  on  this",dreamnifty_24,2025-02-11 21:55:00
Aarti Industries,"kddl  industries  now  all  set  for  new  highs,  big  mf  house  holding  big  qty  here",dreamnifty_22,2025-02-11 19:27:00
Aarti Industries,aarti  on  a  downslide  currently      crossing      470-480  levels  is  a  tough  call,LATEST GOODNEWS,2025-02-11 10:20:00
Aarti Industries,Risk  and  reward  is  extremely  in  favour  .  Its  funda  as  well  as  tech  call,Market@9,2025-02-10 22:13:00
Aarti Industries,good   break  666  levels  it  will  be  fire,kartik6214k,2025-02-10 16:30:00
Aarti Industries,750  soon  just  wait  and  watch  peeps,honey716,2025-02-09 15:01:00
Aarti Industries,"Looks  like  chenical  companys  have  turned  around  ,  by  March  2024,  close  to  800  levels  possible.",Rit100,2025-02-09 08:35:00
Aarti Industries,I  think  aarti  ind  1st  company  to  given  results  beats  market  estimates  on  this  quarter....  minimum  atleast  3-4  %  gape  up  opening  as  well  as  aarti  ind  lift  share  price  in  other  chemicals  company.,sinha_,2025-02-09 06:57:00
Aarti Industries,Atleast  one  sensible  person  here  who  is  putting  out  all  the  relevant  facts  and  numbers  silently  and  letting  people  decide  for  themselves  what  to  do  rather  than  blindly  saying  excellent  result  or  bad  result  and  giving  uncalled  for  suggestion  to  others  to  buy  or  sell.,GARP07,2025-02-08 22:00:00
Aarti Industries,"Excellent  results,  very  huge  upside  possible.  Keep  on  holding.",GEC,2025-02-08 19:56:00
Aarti Industries,AARTI  INDUSTRIES:  REVENUE  17.32B  RUPEES  VS  16.68B  (YOY)  14.54B  (QOQ)  CONS  NET  PROFIT  1.24B  RUPEES  VS  1.36B  (YOY)  910M  (QOQ)  ||  Q3  EBITDA  2.6B  RUPEES  VS  2.89B  (YOY)  ||  Q3  EBITDA  MARGIN  15.01%  VS  17.31%  (YOY),pmp21,2025-02-08 19:56:00
Aarti Industries,seems  tomorrow  opening  would  be  6-7%  up,Mridang,2025-02-08 18:09:00
Aarti Industries,"prabudhas  liladhar  was  expecting  87.8   actuals  are  124cr..40%  up  qoq..  stellar  numbers..  also,  new  contract  will  add  higher  revenue  from  q4  onwards..  stock  will  reach  new  heights",4144,2025-02-08 17:37:00
Aarti Industries,"very  good  results,  eps  is  3.41as  against  2.51  in  previous  qtr",Mridang,2025-02-08 17:37:00
Aarti Industries,results  are  out.  revenue  improved  a  lot.  pat  on  yoy  basis  is  rs.  126  cr  in  q3fy24  against  rs.  128  cr  in  q3fy23.  so  profit  is  almost  flat.,Simple_tipa,2025-02-08 17:36:00
Aarti Industries,aarti  ind  results  are  decent.  as  expected  yoy  down  and  qoq  up.  sequential  recovery  continues.,believe_me_2015,2025-02-08 17:12:00
Aarti Industries,"results  declared  -  profit  117  cr  ,eps  increased  from  2.5  to  3.4",Praveen B,2025-02-08 17:08:00
Aarti Industries,superb  result  sales  rs.1740  cr  net  profit  124  cr.  beats  street  estimates,NKT1989,2025-02-08 17:07:00
Aarti Industries,"operators  are  playing  with  emotions,  and  f  &  o  writers  taking  advantage  of  such  emotions.  share  prices  rise  and  fall  sometime  does  not  related  to  its  results.  each  day  we  have  to  learn  something  new  in  this  stock  market.",GEC,2025-02-08 16:42:00
Aarti Industries,great  positive  news  for  aarti  ind  but  stock  fall  today....totally  operators  game....,kartik6214k,2025-02-08 16:15:00
Aarti Industries,dear   do  you  know  results  are  expected  2morrow  on  9th  feb.  you  seems  to  be  wrong.  since  company  has  already  intimated  to  stock  exchanges  on  25th  jan  24  that  board  meeting  to  be  held  on  08-feb-2024  to  consider  and  approve  the  quarterly  audited  financial  results  of  the  company  for  the  period  ended  december  2023  and  other  business.,Simple_tipa,2025-02-08 16:14:00
Aarti Industries,"results  are  expected  2morrow.  it  may  report  results  like  that  of  upl.  the  chemical  sector  is  under  pressure  due  to  low  demand,  eroding  margin&  high  raw  material  cost.",BankfBaroda,2025-02-08 16:11:00
Aarti Industries,right  big  boom  in  results  is  neither  estimated  nor  expected.  overall  decent  increase  on  qoq  and  yoy  basis  should  be  achieved  by  the  company.  that  much  is  expectations  of  the  street.  lets  see  their  results  once  our  and  published.,Simple_tipa,2025-02-08 16:07:00
Aarti Industries,"result  not  declared  yet  ,so  wait  for  surprise.",GEC,2025-02-08 15:55:00
Aarti Industries,aarti  ind  should  hold  or  sell??  please  suggest.,bhagyashreeP,2025-02-08 15:27:00
Aarti Industries,look  like  results  known  by  operators  so  fall  is  started.  Jow  shorters  succeeded  to  fall  the  price  with  small  volumes  is  always  a  surprise.  no  buyers  hel  them  may  be.,AmolRinkey,2025-02-08 14:14:00
Aarti Industries,"Value_maker,  tumhare  jaisa  beewakoof  insaan  aur  dhokebaaz  aaj  tak  es  MC  ke  forum  mein  nahi  dekha.  Matlab  kuch  bhi  bol  do  aur  nikal  lo",GARP07,2025-02-08 13:23:00
Aarti Industries,ye  kab  hua  bhai  sahab...???,TOFIXCR7,2025-02-08 12:20:00
Aarti Industries,Hi.  Any  idea  when  does  Aarti  usually  release  earnings  update?  During  market  hours  or  after?,GARP07,2025-02-08 10:27:00
Aarti Industries,"fingers  cross  result  date  hope  for  the  best,",skiahorw,2025-02-08 08:27:00
Aarti Industries,buy  aarti  ind  for  the  target  of  rs.  804  ...,Anand_Ashtekar,2025-02-07 14:15:00
Aarti Industries,Dont   tightly..  stock  going  to  fly  get  ready  for  520.Those  trapped  in  that  level  can  take  the  exit  soon,km_mh,2025-02-07 00:27:00
Aarti Industries,"maine  usmai  kuch  galat  nahi  likha  hai  ..  waise  penny  stocks  bho  gaye  hai  upar  ..  jiska  koi  scope  hi  nahi  hai  ..  mai  fundamentals  pe  baat  karta  hu..  bhel  ka  results  ,  profits  aacha  nahi  hai  uss  hisaabse  comment  kiya  hai  ..  aur  yeh  bhi  likha  hai  ki  decisions  soch  samajh  ke  lo..  retails  bahut  faste  hai  buy  buy  buy  ke  calls  pe  ....  forum  ko  unnecessarily  positive  rakhne  ka  kaam  tumlog  karte  ho  ..  jo  shayad  profit  kamana  chahte  hai  ..  jabki  results  fundamentals  balance  sheet  brokers  etc  kuch  aur  kehte  hai  .",jayaniac,2025-02-06 20:07:00
Aarti Industries,tere  comments  Padhe  hai  Maine.  har  jagah  jaake  tu  sell  karne  ko  hi  bolta  hai.  bhel  ko  sell  karne  bola  tha  na  tune?  aaj  233  tha  tune  bolq  tha  200  bhi  nahi  jaega.  zyada  bol  mat.  iss  forum  ko  negative  kar  raha  hai  bas.,BigBull9748,2025-02-06 19:23:00
Aarti Industries,"sold  at  current  market  price,  looking  it  will  go  down..",pkrajput,2025-02-06 17:24:00
Aarti Industries,"Aarti  Ind  s  new  plant  trial  production  and  commercecial  production,when  start  any  time  period,please  share  info  about  trial  and  commercecial  production",walalipacham,2025-02-06 16:22:00
Aarti Industries,the  same  goes  otherwise  for  people  who  are  asking  to  buy  without  any  base  of  why  this  stock  should  be  bought..  they  want  to  sell  what  the  jad  bought  for  lower  price  ..  be  smart  ..  take  wise  decisions..  good  luck.  looking  at  todays  surge  have  a  strong  feeling  tomorrow  it  will  come  down  mostly..  it  will  fall,jayaniac,2025-02-06 15:20:00
Aarti Industries,these  people  have  shorted  the  stock  that  is  why  continously  asking  to  sell  for  personal  gains,BigBull9748,2025-02-06 13:58:00
Aarti Industries,"all  traders  giving  high  hopes  for  buying..  dont  fall  for  the  trap.  understand  the  business,  the  trend,  the  situation,  the  results,  ..  this  stock  is  going  down  for  sure  after  results  ..  its  not  even  able  to  cross  665  so  understand  why  people  are  asking  to  buy",jayaniac,2025-02-06 13:11:00
Aarti Industries,expecting  to  cross  750  post  results.,BigBull9748,2025-02-06 12:24:00
Aarti Industries,True.  Its  a  bit  early  to  enter  into  chemical  sector  now.  And  chemical  sector  stocks  have  also  run  up  a  lot  just  on  the  basis  of  hope.  Q3  results  were  much  below  expectation.  Somehow  market  feels  Aarti  result  will  not  be  as  bad  as  we  think.  Too  much  hope.,GARP07,2025-02-06 11:11:00
Aarti Industries,sell  will  be  my  call.  all  chemical  sector  companies  are  showing  less  profit  than  last  quarter..  it  will  fall  post  results  for  sure.  take  wise  decisions.  good  luck.,jayaniac,2025-02-06 10:53:00
Aarti Industries,"You  guys  are  very  optimistic  about  this  stock  from  chemical  sector.  Its  a  good  thing  but  hope  you  guys  are  aware  that  its  all  a  hope  trade  in  Aarti.  Market  is  expecting  too  much  positive  from  this  stock.  In  case  results  are  even  slightly  below  market  expectation,  stock  will  take  a  huge  beating  as  compared  to  other  stocks  in  the  chemical  basket.",GARP07,2025-02-06 10:25:00
Aarti Industries,Accumulate  PCBL  and  Heubach  industries  also.  Special  chemical  shares  are  expected  to  doing  well  in  coming  days.Buy  in  dips.,sanj_1234,2025-02-06 10:20:00
Aarti Industries,Watch  out  Aarti  Ind  volume  n  price  breakout  likely.  Cheers.,neha_0103,2025-02-06 09:50:00
Aarti Industries,1500  will  be  max  target  for  aarti  industries  for  next  5  years,garry40,2025-02-06 03:51:00
Aarti Industries,my  10  years  target  is  20000.  So  the  research  practically  guys.,yans,2025-02-05 01:25:00
Aarti Industries,Chemical  share  are  going  to  fire.  It  will  be  doubled  before  next  result,Market@9,2025-02-03 16:59:00
Aarti Industries,U.S.  tariff  is  positive  for  Indian  chemical  sector.  Aarti  will  benefit.  My  1  year  target  800.  5  year  target  2000.  Aarti  is  available  at  very  cheap  price.,Lucky1710,2025-02-03 16:39:00
Aarti Industries,Stock  seems  to  have  bottomed  out,Mrch,2025-02-03 09:48:00
Aarti Industries,shorters  ki  band  bajgayi  stoploss  trigger  hogaya  sab  shorters  ka,garry40,2025-02-03 09:27:00
Aarti Industries,as  said  earlier  it  will  go  in  double  digits  sooner  than  later   may  hav  to  close  many  units   run  the  show  slowly  going   making   profit  s  from  drug  division  is  now  in  arti  drug   here  only  loss  will  show,drsandip74,2025-02-03 09:19:00
Aarti Industries,Sell  aarti  Industries  target  420  stop  loss  470    for  tomorrow  as  result  are  bad,Karsan420,2025-02-03 00:04:00
Aarti Industries,"Buy  aarti  Industries  target  495  stop  loss  442  ,  as  mangement  commentary  is  positive  and  loss  is  factored  in  price  .",Karsan420,2025-02-02 23:54:00
Aarti Industries,Buy  -  My  target  for  Aarti  Ind  is  Rs  500  for  the  short  term  with  a  stoploss  of  Rs  435,Karsan420,2025-02-02 23:52:00
Aarti Industries,"aarti  will  fly  results  are  not  as  bad  and  operators  commentary  was  good  regarding  new  projects  ,oversees  and  domestic  sales  detail.  sales  improved",km_mh,2025-02-02 21:05:00
Aarti Industries,"Have  after  tracking  this  company  last  2  years    and  somehow  strongly  feel  that  their  recent  business  underperformance  have  some  artificial  angle  .  The  whole  MMA    and  Gasoline  Naptha  spread  story  on  energy    side.    It  has  to  do  will  them  playing  their  stock  through  FNO  and  cash  ,  if  not  directly  then  through  their  brokers  .  Somehow  these  ups  and  down  of  profits  dnt  jutify  for  a  company    with  long  experience  of  chemical  markets  .  If  stock  recovers  back  in  few  days  than  that  this  theory  will  be  proved  .",MD_phoenix,2025-02-02 20:55:00
Aarti Industries,"I  am  not  expecting  upper  circuit  tommrrow,  but  i  am  expecting  it  to  cross  500  tommrrow  or  in  1-2  more  trading  sessions  and  then  550  this  month  and  then  once  it  settles  at  550  plus,  it  will  cross  700,  800  before  the  next  result",Market@9,2025-02-02 19:56:00
Aarti Industries,bottom  se  calculate  karoge  toh  upward  hi  lagega..  jo  pehle  se  invest  karke  baithe  hai  ..  upper  level  pe  unlog  expect  karega  hi  upar  jane  ke  liye  ..  wo  bhi  itna  aacha  company  ka  ..  abhi  focus  sabka  dusre  gov  stocks  oe  gai  isliye  yeh  mara  pad  hai  stock..  now  investing  in  this  stock  is  not  worth  it..  there  is  no  upside  ..,jayaniac,2025-02-02 15:38:00
Aarti Industries,"sell  this  stock  ..  its  stuck  between  630-660...  no  upward  movement  expected.  750  target  is  1year  target..  till  then  rest  of  the  stocks  like  defense,  psus,  railways  will  give  double  returns..  dont  waste  your  money  here  .  take  right  decisions..  good  luck.",jayaniac,2025-02-02 15:36:00
Aarti Industries,"Bad  results  are  getting  heavily  punished  in  this  market  .  The  only  question  for  Aarti  stock  on  Monday  is  whether  it  will  stop  on  10  percent  down  or  20  percent.  Consistently  second  quarterly  pathetic  result  .  When  all  chemical  companies  are  positing  better  numbers  ,  either  aarti  management  is  incompetent  or  worse  they  deliberately  posting  bad  number  to  buyback  the  share  at  lows  or  both  .  In  any  of  the  case  for  minority  investors  it  is  a  bad  sign.  Commentary  on  management  call  could  also  be  bearish  to  keep  the  stock  down  ....  it  will  take  few  weeks  for  stock  to  recover.",MD_phoenix,2025-02-02 10:48:00
Aarti Industries,tomorrow  upper  circuit  confirm,100yearsexp,2025-02-02 09:44:00
Aarti Industries,Excellent  results.  Wait  to  embrace  750  levels.,drarunrao,2025-02-01 22:12:00
Aarti Industries,Actual  profits  are  more  better  than  management  estimates  made  in  last  investor  presentation,Market@9,2025-02-01 21:56:00
Aarti Industries,Chemical  share  are  going  to  fire.  It  will  be  doubled  in  1-2  months,Market@9,2025-02-01 21:55:00
Aarti Industries,Superb  Results.  It  will  cross  500  and  then  550  in  a  week  time,Market@9,2025-02-01 21:54:00
Aarti Industries,"Raw  material  cost  is  the  only  driver  for  lower  profits  so  it’s  all  known.  Higher  revenues,  capex  realisation  and  new  market  entry  will  make  it  positive",Pavya408,2025-02-01 21:00:00
Aarti Industries,Both  revenue  and  ebitda  growth  quarter  on  quarter  -  worst  seems  to  be  behind  now  and  now  it  should  progress  forward,idea_anna,2025-02-01 18:28:00
Aarti Industries,Bad  results  are  priced  in  .  Now  a  days  market  is  reacting  in  opposite  directions,Lucky1710,2025-02-01 18:07:00
Aarti Industries,Absolutely  Horrible  results  from  Aarti  industries.  Pat  has  fallen  even  on  qoq  basis.  what  a  joke  .That  too  at  a  time  where  other  chemicals  company  are  posting  strong  results.,believe_me_2015,2025-02-01 17:41:00
Aarti Industries,share  may  go  up  or  down  but  how  are  these  numbers  good  .  Are  you  on  drugs,MD_phoenix,2025-02-01 17:34:00
Aarti Industries,"Commenting  on  the  results  Rajendra  V.  Gogri  Chairman  and  Managing  Director  stated
Despite  a  challenging  macroeconomic  environment    we  continue  to  strengthen  our  market  position  through  strategic  investments  and  operational  excellence.  Our  long-term  growth  prospects  remain  intact  as  we  enhance  our  product  offerings  and  expand  into  new  markets",ajaygarg1,2025-02-01 17:31:00
Aarti Industries,"worst  result  After  tax  Net  profit  46cr  vs  285cr  year  on  year  

  46cr  vs  52cr  Qauter  on  quater  be  ready  for  10  percent  lc  on  monday",ovi04vahora,2025-02-01 17:21:00
Aarti Industries,"Bad  results  ,  as  per  my  personal  expectations  .  intraday  460  was  just  bull  trap  .  I  was  expecting  that  promoter  wants  to  buyback  shares  at  lower  prices  .  It  sold  at  715  and  now  will  accumulate  at  400.      But  overall  philosophy  remains  that  after  short  term  weakness  share  will  trade  higher  in  few  weeks.  This  promoter  and  management  is  focused  more  to  make  money  through  its  own  share  price  manipulation.",MD_phoenix,2025-02-01 17:12:00
Aarti Industries,₹500  extremely  possible,Real_68,2025-02-01 14:19:00
Aarti Industries,500  any  time  buy  buy  buy,Nensukh,2025-02-01 14:00:00
Aarti Industries,Aarti  EPS  will  be  more  than  3.5  in  the  result.,asd_dreambig,2025-02-01 13:48:00
Aarti Industries,HEAVY  RESISTENCE  ALL  THE  WAY  FROM  651-674  LEVELS    WILL  NEED  MORE  TIME  AND  CONSOLIDATION  POSSIBLE  AHEAD,LATEST GOODNEWS,2025-02-01 10:25:00
Aarti Industries,"In  feb  month  itself,  it  will  cross  550  and  this  year  it  will  cross  800,  1000  too",Market@9,2025-02-01 08:42:00
Aarti Industries,There  is  buzz  on  street  that  aarti  Q3  numbers  may  be  good  as  most  chemical  companies  giving  better  numbers  .  I  am  not  very  confident  personally.    Hopefully  worst  is  over  and  stock  can  move  up  .  Anyways  we  will  get  know  tommorow,MD_phoenix,2025-02-01 00:42:00
Aarti Industries,bank  nifty  will  rally  upto  previous  ath  not  possible  to  move  more  downward.,dreamnifty_22,2025-01-31 17:42:00
